departure_date,origin_cluster_id,locality,departure_time,destination_cluster_id,distance_meters,static_duration_seconds,traffic_duration_seconds,predicted_arrival_time,arrival_buffer_minutes,status
2026-08-25,B2,B. Narayanapura,08:45,OFFICE,2892,594,581,2026-08-25T08:54:41+05:30,85.31666666666666,success
2026-08-25,B2,B. Narayanapura,09:00,OFFICE,2892,594,626,2026-08-25T09:10:26+05:30,69.56666666666666,success
2026-08-25,B2,B. Narayanapura,09:15,OFFICE,2892,594,637,2026-08-25T09:25:37+05:30,54.38333333333333,success
2026-08-25,B2,B. Narayanapura,09:30,OFFICE,2892,594,636,2026-08-25T09:40:36+05:30,39.4,success
2026-08-25,B2,B. Narayanapura,09:45,OFFICE,2892,594,658,2026-08-25T09:55:58+05:30,24.033333333333335,success
2026-08-25,B2,B. Narayanapura,10:00,OFFICE,2892,594,677,2026-08-25T10:11:17+05:30,8.716666666666667,success
2026-08-25,B3,B. Narayanapura,08:30,OFFICE,3607,852,811,2026-08-25T08:43:31+05:30,96.48333333333333,success
2026-08-25,B3,B. Narayanapura,08:45,OFFICE,3607,852,847,2026-08-25T08:59:07+05:30,80.88333333333334,success
2026-08-25,B3,B. Narayanapura,09:00,OFFICE,3607,852,879,2026-08-25T09:14:39+05:30,65.35,success
2026-08-25,B3,B. Narayanapura,09:15,OFFICE,3607,852,885,2026-08-25T09:29:45+05:30,50.25,success
2026-08-25,B3,B. Narayanapura,09:30,OFFICE,3607,852,890,2026-08-25T09:44:50+05:30,35.166666666666664,success
2026-08-25,B3,B. Narayanapura,09:45,OFFICE,3607,852,911,2026-08-25T10:00:11+05:30,19.816666666666666,success
2026-08-25,B3,B. Narayanapura,10:00,OFFICE,3607,852,936,2026-08-25T10:15:36+05:30,4.4,success
2026-08-25,R1,KR Puram,08:30,OFFICE,5378,1107,1423,2026-08-25T08:53:43+05:30,86.28333333333333,success
2026-08-25,R1,KR Puram,08:45,OFFICE,5378,1107,1512,2026-08-25T09:10:12+05:30,69.8,success
2026-08-25,R1,KR Puram,09:00,OFFICE,5378,1107,1536,2026-08-25T09:25:36+05:30,54.4,success
2026-08-25,R1,KR Puram,09:15,OFFICE,5378,1107,1529,2026-08-25T09:40:29+05:30,39.516666666666666,success
2026-08-25,R1,KR Puram,09:30,OFFICE,5378,1107,1529,2026-08-25T09:55:29+05:30,24.516666666666666,success
2026-08-25,R1,KR Puram,09:45,OFFICE,5378,1107,1518,2026-08-25T10:10:18+05:30,9.7,success
2026-08-25,R1,KR Puram,10:00,OFFICE,5378,1107,1500,2026-08-25T10:25:00+05:30,-5.0,success
2026-08-25,R2,KR Puram,08:30,OFFICE,4771,939,1249,2026-08-25T08:50:49+05:30,89.18333333333334,success
2026-08-25,R2,KR Puram,08:45,OFFICE,4771,939,1322,2026-08-25T09:07:02+05:30,72.96666666666667,success
2026-08-25,R2,KR Puram,09:00,OFFICE,4771,939,1359,2026-08-25T09:22:39+05:30,57.35,success
2026-08-25,R2,KR Puram,09:15,OFFICE,4771,939,1359,2026-08-25T09:37:39+05:30,42.35,success
2026-08-25,R2,KR Puram,09:30,OFFICE,4771,939,1374,2026-08-25T09:52:54+05:30,27.1,success
2026-08-25,R2,KR Puram,09:45,OFFICE,4771,939,1379,2026-08-25T10:07:59+05:30,12.016666666666667,success
2026-08-25,R2,KR Puram,10:00,OFFICE,4771,939,1347,2026-08-25T10:22:27+05:30,-2.45,success
2026-08-25,R3,KR Puram,08:30,OFFICE,6159,1038,1322,2026-08-25T08:52:02+05:30,87.96666666666667,success
2026-08-25,R3,KR Puram,08:45,OFFICE,6159,1038,1386,2026-08-25T09:08:06+05:30,71.9,success
2026-08-25,R3,KR Puram,09:00,OFFICE,6159,1038,1388,2026-08-25T09:23:08+05:30,56.86666666666667,success
2026-08-25,R3,KR Puram,09:15,OFFICE,6159,1038,1366,2026-08-25T09:37:46+05:30,42.233333333333334,success
2026-08-25,R3,KR Puram,09:30,OFFICE,6159,1038,1375,2026-08-25T09:52:55+05:30,27.083333333333332,success
2026-08-25,R3,KR Puram,09:45,OFFICE,6159,1038,1386,2026-08-25T10:08:06+05:30,11.9,success
2026-08-25,R3,KR Puram,10:00,OFFICE,6159,1038,1386,2026-08-25T10:23:06+05:30,-3.1,success
2026-08-26,H1,Hoodi,08:30,OFFICE,1952,391,360,2026-08-26T08:36:00+05:30,104.0,success
2026-08-26,H1,Hoodi,08:45,OFFICE,1952,391,355,2026-08-26T08:50:55+05:30,89.08333333333333,success
2026-08-26,H1,Hoodi,09:00,OFFICE,1952,391,357,2026-08-26T09:05:57+05:30,74.05,success
2026-08-26,H1,Hoodi,09:15,OFFICE,1952,391,356,2026-08-26T09:20:56+05:30,59.06666666666667,success
2026-08-26,H1,Hoodi,09:30,OFFICE,1952,391,359,2026-08-26T09:35:59+05:30,44.016666666666666,success
2026-08-26,H1,Hoodi,09:45,OFFICE,1952,391,359,2026-08-26T09:50:59+05:30,29.016666666666666,success
2026-08-26,H1,Hoodi,10:00,OFFICE,1952,391,366,2026-08-26T10:06:06+05:30,13.9,success
2026-08-26,H2,Hoodi,08:30,OFFICE,2388,494,433,2026-08-26T08:37:13+05:30,102.78333333333333,success
2026-08-26,H2,Hoodi,08:45,OFFICE,2388,494,428,2026-08-26T08:52:08+05:30,87.86666666666666,success
2026-08-26,H2,Hoodi,09:00,OFFICE,2388,494,438,2026-08-26T09:07:18+05:30,72.7,success
2026-08-26,H2,Hoodi,09:15,OFFICE,2388,494,438,2026-08-26T09:22:18+05:30,57.7,success
2026-08-26,H2,Hoodi,09:30,OFFICE,2388,494,442,2026-08-26T09:37:22+05:30,42.63333333333333,success
2026-08-26,H2,Hoodi,09:45,OFFICE,2388,494,442,2026-08-26T09:52:22+05:30,27.633333333333333,success
2026-08-26,H2,Hoodi,10:00,OFFICE,2388,494,447,2026-08-26T10:07:27+05:30,12.55,success
2026-08-26,H3,Hoodi,08:30,OFFICE,1921,395,342,2026-08-26T08:35:42+05:30,104.3,success
2026-08-26,H3,Hoodi,08:45,OFFICE,1921,395,338,2026-08-26T08:50:38+05:30,89.36666666666666,success
2026-08-26,H3,Hoodi,09:00,OFFICE,1921,395,347,2026-08-26T09:05:47+05:30,74.21666666666667,success
2026-08-26,H3,Hoodi,09:15,OFFICE,1921,395,344,2026-08-26T09:20:44+05:30,59.266666666666666,success
2026-08-26,H3,Hoodi,09:30,OFFICE,1921,395,344,2026-08-26T09:35:44+05:30,44.266666666666666,success
2026-08-26,H3,Hoodi,09:45,OFFICE,1921,395,350,2026-08-26T09:50:50+05:30,29.166666666666668,success
2026-08-26,H3,Hoodi,10:00,OFFICE,1921,395,349,2026-08-26T10:05:49+05:30,14.183333333333334,success
2026-08-26,D1,Doddanekkundi,08:30,OFFICE,4436,932,818,2026-08-26T08:43:38+05:30,96.36666666666666,success
2026-08-26,D1,Doddanekkundi,08:45,OFFICE,4436,932,827,2026-08-26T08:58:47+05:30,81.21666666666667,success
2026-08-26,D1,Doddanekkundi,09:00,OFFICE,4436,932,823,2026-08-26T09:13:43+05:30,66.28333333333333,success
2026-08-26,D1,Doddanekkundi,09:15,OFFICE,4436,932,828,2026-08-26T09:28:48+05:30,51.2,success
2026-08-26,D1,Doddanekkundi,09:30,OFFICE,4436,932,837,2026-08-26T09:43:57+05:30,36.05,success
2026-08-26,D1,Doddanekkundi,09:45,OFFICE,4436,932,842,2026-08-26T09:59:02+05:30,20.966666666666665,success
2026-08-26,D1,Doddanekkundi,10:00,OFFICE,4436,932,843,2026-08-26T10:14:03+05:30,5.95,success
2026-08-26,D2,Doddanekkundi,08:30,OFFICE,4689,1054,936,2026-08-26T08:45:36+05:30,94.4,success
2026-08-26,D2,Doddanekkundi,08:45,OFFICE,4689,1054,945,2026-08-26T09:00:45+05:30,79.25,success
2026-08-26,D2,Doddanekkundi,09:00,OFFICE,4689,1054,942,2026-08-26T09:15:42+05:30,64.3,success
2026-08-26,D2,Doddanekkundi,09:15,OFFICE,4689,1054,941,2026-08-26T09:30:41+05:30,49.31666666666667,success
2026-08-26,D2,Doddanekkundi,09:30,OFFICE,4689,1054,940,2026-08-26T09:45:40+05:30,34.333333333333336,success
2026-08-26,D2,Doddanekkundi,09:45,OFFICE,4689,1054,944,2026-08-26T10:00:44+05:30,19.266666666666666,success
2026-08-26,D2,Doddanekkundi,10:00,OFFICE,4689,1054,955,2026-08-26T10:15:55+05:30,4.083333333333333,success
2026-08-26,D3,Doddanekkundi,08:30,OFFICE,4802,845,695,2026-08-26T08:41:35+05:30,98.41666666666667,success
2026-08-26,D3,Doddanekkundi,08:45,OFFICE,4802,845,692,2026-08-26T08:56:32+05:30,83.46666666666667,success
2026-08-26,D3,Doddanekkundi,09:00,OFFICE,4802,845,702,2026-08-26T09:11:42+05:30,68.3,success
2026-08-26,D3,Doddanekkundi,09:15,OFFICE,4802,845,703,2026-08-26T09:26:43+05:30,53.28333333333333,success
2026-08-26,D3,Doddanekkundi,09:30,OFFICE,4802,845,705,2026-08-26T09:41:45+05:30,38.25,success
2026-08-26,D3,Doddanekkundi,09:45,OFFICE,4802,845,724,2026-08-26T09:57:04+05:30,22.933333333333334,success
2026-08-26,D3,Doddanekkundi,10:00,OFFICE,4802,845,725,2026-08-26T10:12:05+05:30,7.916666666666667,success
2026-08-26,K1,Kaggadasapura,08:30,OFFICE,6688,1369,1207,2026-08-26T08:50:07+05:30,89.88333333333334,success
2026-08-26,K1,Kaggadasapura,08:45,OFFICE,6688,1369,1211,2026-08-26T09:05:11+05:30,74.81666666666666,success
2026-08-26,K1,Kaggadasapura,09:00,OFFICE,6688,1369,1221,2026-08-26T09:20:21+05:30,59.65,success
2026-08-26,K1,Kaggadasapura,09:15,OFFICE,6688,1369,1229,2026-08-26T09:35:29+05:30,44.516666666666666,success
2026-08-26,K1,Kaggadasapura,09:30,OFFICE,6688,1369,1234,2026-08-26T09:50:34+05:30,29.433333333333334,success
2026-08-26,K1,Kaggadasapura,09:45,OFFICE,6688,1369,1259,2026-08-26T10:05:59+05:30,14.016666666666667,success
2026-08-26,K1,Kaggadasapura,10:00,OFFICE,6688,1369,1274,2026-08-26T10:21:14+05:30,-1.2333333333333334,success
2026-08-26,K2,Kaggadasapura,08:30,OFFICE,6808,1362,1200,2026-08-26T08:50:00+05:30,90.0,success
2026-08-26,K2,Kaggadasapura,08:45,OFFICE,6808,1362,1209,2026-08-26T09:05:09+05:30,74.85,success
2026-08-26,K2,Kaggadasapura,09:00,OFFICE,6808,1362,1217,2026-08-26T09:20:17+05:30,59.71666666666667,success
2026-08-26,K2,Kaggadasapura,09:15,OFFICE,6808,1362,1225,2026-08-26T09:35:25+05:30,44.583333333333336,success
2026-08-26,K2,Kaggadasapura,09:30,OFFICE,6808,1362,1232,2026-08-26T09:50:32+05:30,29.466666666666665,success
2026-08-26,K2,Kaggadasapura,09:45,OFFICE,6808,1362,1257,2026-08-26T10:05:57+05:30,14.05,success
2026-08-26,K2,Kaggadasapura,10:00,OFFICE,6808,1362,1271,2026-08-26T10:21:11+05:30,-1.1833333333333333,success
2026-08-26,K3,Kaggadasapura,08:30,OFFICE,7580,1553,1377,2026-08-26T08:52:57+05:30,87.05,success
2026-08-26,K3,Kaggadasapura,08:45,OFFICE,7580,1553,1387,2026-08-26T09:08:07+05:30,71.88333333333334,success
2026-08-26,K3,Kaggadasapura,09:00,OFFICE,7580,1553,1400,2026-08-26T09:23:20+05:30,56.666666666666664,success
2026-08-26,K3,Kaggadasapura,09:15,OFFICE,7580,1553,1412,2026-08-26T09:38:32+05:30,41.46666666666667,success
2026-08-26,K3,Kaggadasapura,09:30,OFFICE,7580,1553,1419,2026-08-26T09:53:39+05:30,26.35,success
2026-08-26,K3,Kaggadasapura,09:45,OFFICE,7580,1553,1441,2026-08-26T10:09:01+05:30,10.983333333333333,success
2026-08-26,K3,Kaggadasapura,10:00,OFFICE,7580,1553,1451,2026-08-26T10:24:11+05:30,-4.183333333333334,success
2026-08-26,V1,Vibhutipura,08:30,OFFICE,8795,1857,1659,2026-08-26T08:57:39+05:30,82.35,success
2026-08-26,V1,Vibhutipura,08:45,OFFICE,8795,1857,1670,2026-08-26T09:12:50+05:30,67.16666666666667,success
2026-08-26,V1,Vibhutipura,09:00,OFFICE,8795,1857,1696,2026-08-26T09:28:16+05:30,51.733333333333334,success
2026-08-26,V1,Vibhutipura,09:15,OFFICE,8795,1857,1713,2026-08-26T09:43:33+05:30,36.45,success
2026-08-26,V1,Vibhutipura,09:30,OFFICE,8795,1857,1727,2026-08-26T09:58:47+05:30,21.216666666666665,success
2026-08-26,V1,Vibhutipura,09:45,OFFICE,8795,1857,1755,2026-08-26T10:14:15+05:30,5.75,success
2026-08-26,V1,Vibhutipura,10:00,OFFICE,8795,1857,1791,2026-08-26T10:29:51+05:30,-9.85,success
2026-08-26,V2,Vibhutipura,08:30,OFFICE,9728,1779,1565,2026-08-26T08:56:05+05:30,83.91666666666667,success
2026-08-26,V2,Vibhutipura,08:45,OFFICE,9728,1779,1571,2026-08-26T09:11:11+05:30,68.81666666666666,success
2026-08-26,V2,Vibhutipura,09:00,OFFICE,9728,1779,1572,2026-08-26T09:26:12+05:30,53.8,success
2026-08-26,V2,Vibhutipura,09:15,OFFICE,9728,1779,1577,2026-08-26T09:41:17+05:30,38.71666666666667,success
2026-08-26,V2,Vibhutipura,09:30,OFFICE,9728,1779,1588,2026-08-26T09:56:28+05:30,23.533333333333335,success
2026-08-26,V2,Vibhutipura,09:45,OFFICE,9728,1779,1603,2026-08-26T10:11:43+05:30,8.283333333333333,success
2026-08-26,V2,Vibhutipura,10:00,OFFICE,9727,1779,1635,2026-08-26T10:27:15+05:30,-7.25,success
2026-08-26,V3,Vibhutipura,08:30,OFFICE,9579,1938,1735,2026-08-26T08:58:55+05:30,81.08333333333333,success
2026-08-26,V3,Vibhutipura,08:45,OFFICE,9579,1938,1735,2026-08-26T09:13:55+05:30,66.08333333333333,success
2026-08-26,V3,Vibhutipura,09:00,OFFICE,9579,1938,1735,2026-08-26T09:28:55+05:30,51.083333333333336,success
2026-08-26,V3,Vibhutipura,09:15,OFFICE,9579,1938,1742,2026-08-26T09:44:02+05:30,35.96666666666667,success
2026-08-26,V3,Vibhutipura,09:30,OFFICE,9579,1938,1752,2026-08-26T09:59:12+05:30,20.8,success
2026-08-26,V3,Vibhutipura,09:45,OFFICE,9579,1938,1775,2026-08-26T10:14:35+05:30,5.416666666666667,success
2026-08-26,V3,Vibhutipura,10:00,OFFICE,9579,1938,1808,2026-08-26T10:30:08+05:30,-10.133333333333333,success
2026-08-26,B1,B. Narayanapura,08:30,OFFICE,2724,562,470,2026-08-26T08:37:50+05:30,102.16666666666667,success
2026-08-26,B1,B. Narayanapura,08:45,OFFICE,2724,562,472,2026-08-26T08:52:52+05:30,87.13333333333334,success
2026-08-26,B1,B. Narayanapura,09:00,OFFICE,2724,562,479,2026-08-26T09:07:59+05:30,72.01666666666667,success
2026-08-26,B1,B. Narayanapura,09:15,OFFICE,2724,562,478,2026-08-26T09:22:58+05:30,57.03333333333333,success
2026-08-26,B1,B. Narayanapura,09:30,OFFICE,2724,562,478,2026-08-26T09:37:58+05:30,42.03333333333333,success
2026-08-26,B1,B. Narayanapura,09:45,OFFICE,2724,562,478,2026-08-26T09:52:58+05:30,27.033333333333335,success
2026-08-26,B1,B. Narayanapura,10:00,OFFICE,2724,562,490,2026-08-26T10:08:10+05:30,11.833333333333334,success
2026-08-26,B2,B. Narayanapura,08:30,OFFICE,2892,594,504,2026-08-26T08:38:24+05:30,101.6,success
2026-08-26,B2,B. Narayanapura,08:45,OFFICE,2892,594,504,2026-08-26T08:53:24+05:30,86.6,success
2026-08-26,B2,B. Narayanapura,09:00,OFFICE,2892,594,509,2026-08-26T09:08:29+05:30,71.51666666666667,success
2026-08-26,B2,B. Narayanapura,09:15,OFFICE,2892,594,507,2026-08-26T09:23:27+05:30,56.55,success
2026-08-26,B2,B. Narayanapura,09:30,OFFICE,2892,594,510,2026-08-26T09:38:30+05:30,41.5,success
2026-08-26,B2,B. Narayanapura,09:45,OFFICE,2892,594,512,2026-08-26T09:53:32+05:30,26.466666666666665,success
2026-08-26,B2,B. Narayanapura,10:00,OFFICE,2892,594,521,2026-08-26T10:08:41+05:30,11.316666666666666,success
2026-08-26,B3,B. Narayanapura,08:30,OFFICE,3607,852,742,2026-08-26T08:42:22+05:30,97.63333333333334,success
2026-08-26,B3,B. Narayanapura,08:45,OFFICE,3607,852,744,2026-08-26T08:57:24+05:30,82.6,success
2026-08-26,B3,B. Narayanapura,09:00,OFFICE,3607,852,756,2026-08-26T09:12:36+05:30,67.4,success
2026-08-26,B3,B. Narayanapura,09:15,OFFICE,3607,852,758,2026-08-26T09:27:38+05:30,52.36666666666667,success
2026-08-26,B3,B. Narayanapura,09:30,OFFICE,3607,852,752,2026-08-26T09:42:32+05:30,37.46666666666667,success
2026-08-26,B3,B. Narayanapura,09:45,OFFICE,3607,852,755,2026-08-26T09:57:35+05:30,22.416666666666668,success
2026-08-26,B3,B. Narayanapura,10:00,OFFICE,3607,852,767,2026-08-26T10:12:47+05:30,7.216666666666667,success
2026-08-26,R1,KR Puram,08:30,OFFICE,5378,1107,967,2026-08-26T08:46:07+05:30,93.88333333333334,success
2026-08-26,R1,KR Puram,08:45,OFFICE,5378,1107,983,2026-08-26T09:01:23+05:30,78.61666666666666,success
2026-08-26,R1,KR Puram,09:00,OFFICE,5378,1107,988,2026-08-26T09:16:28+05:30,63.53333333333333,success
2026-08-26,R1,KR Puram,09:15,OFFICE,5378,1107,999,2026-08-26T09:31:39+05:30,48.35,success
2026-08-26,R1,KR Puram,09:30,OFFICE,5378,1107,1002,2026-08-26T09:46:42+05:30,33.3,success
2026-08-26,R1,KR Puram,09:45,OFFICE,5378,1107,1014,2026-08-26T10:01:54+05:30,18.1,success
2026-08-26,R1,KR Puram,10:00,OFFICE,5378,1107,1024,2026-08-26T10:17:04+05:30,2.933333333333333,success
2026-08-26,R2,KR Puram,08:30,OFFICE,4771,939,789,2026-08-26T08:43:09+05:30,96.85,success
2026-08-26,R2,KR Puram,08:45,OFFICE,4771,939,797,2026-08-26T08:58:17+05:30,81.71666666666667,success
2026-08-26,R2,KR Puram,09:00,OFFICE,4771,939,807,2026-08-26T09:13:27+05:30,66.55,success
2026-08-26,R2,KR Puram,09:15,OFFICE,4771,939,806,2026-08-26T09:28:26+05:30,51.56666666666667,success
2026-08-26,R2,KR Puram,09:30,OFFICE,4771,939,814,2026-08-26T09:43:34+05:30,36.43333333333333,success
2026-08-26,R2,KR Puram,09:45,OFFICE,4771,939,819,2026-08-26T09:58:39+05:30,21.35,success
2026-08-26,R2,KR Puram,10:00,OFFICE,4771,939,834,2026-08-26T10:13:54+05:30,6.1,success
2026-08-26,R3,KR Puram,08:30,OFFICE,6159,1038,908,2026-08-26T08:45:08+05:30,94.86666666666666,success
2026-08-26,R3,KR Puram,08:45,OFFICE,6159,1038,897,2026-08-26T08:59:57+05:30,80.05,success
2026-08-26,R3,KR Puram,09:00,OFFICE,6159,1038,904,2026-08-26T09:15:04+05:30,64.93333333333334,success
2026-08-26,R3,KR Puram,09:15,OFFICE,6159,1038,911,2026-08-26T09:30:11+05:30,49.81666666666667,success
2026-08-26,R3,KR Puram,09:30,OFFICE,6159,1038,898,2026-08-26T09:44:58+05:30,35.03333333333333,success
2026-08-26,R3,KR Puram,09:45,OFFICE,6159,1038,915,2026-08-26T10:00:15+05:30,19.75,success
2026-08-26,R3,KR Puram,10:00,OFFICE,6159,1038,928,2026-08-26T10:15:28+05:30,4.533333333333333,success
2026-08-27,H1,Hoodi,08:30,OFFICE,1952,391,382,2026-08-27T08:36:22+05:30,103.63333333333334,success
2026-08-27,H1,Hoodi,08:45,OFFICE,1952,391,379,2026-08-27T08:51:19+05:30,88.68333333333334,success
2026-08-27,H1,Hoodi,09:00,OFFICE,1952,391,395,2026-08-27T09:06:35+05:30,73.41666666666667,success
2026-08-27,H1,Hoodi,09:15,OFFICE,1952,391,390,2026-08-27T09:21:30+05:30,58.5,success
2026-08-27,H1,Hoodi,09:30,OFFICE,1952,391,391,2026-08-27T09:36:31+05:30,43.483333333333334,success
2026-08-27,H1,Hoodi,09:45,OFFICE,1952,391,386,2026-08-27T09:51:26+05:30,28.566666666666666,success
2026-08-27,H1,Hoodi,10:00,OFFICE,1952,391,395,2026-08-27T10:06:35+05:30,13.416666666666666,success
2026-08-27,H2,Hoodi,08:30,OFFICE,2388,494,511,2026-08-27T08:38:31+05:30,101.48333333333333,success
2026-08-27,H2,Hoodi,08:45,OFFICE,2387,494,523,2026-08-27T08:53:43+05:30,86.28333333333333,success
2026-08-27,H2,Hoodi,09:00,OFFICE,2388,494,549,2026-08-27T09:09:09+05:30,70.85,success
2026-08-27,H2,Hoodi,09:15,OFFICE,2388,494,528,2026-08-27T09:23:48+05:30,56.2,success
2026-08-27,H2,Hoodi,09:30,OFFICE,2388,494,512,2026-08-27T09:38:32+05:30,41.46666666666667,success
2026-08-27,H2,Hoodi,09:45,OFFICE,2388,494,516,2026-08-27T09:53:36+05:30,26.4,success
2026-08-27,H2,Hoodi,10:00,OFFICE,2388,494,529,2026-08-27T10:08:49+05:30,11.183333333333334,success
2026-08-27,H3,Hoodi,08:30,OFFICE,1921,395,398,2026-08-27T08:36:38+05:30,103.36666666666666,success
2026-08-27,H3,Hoodi,08:45,OFFICE,1921,395,403,2026-08-27T08:51:43+05:30,88.28333333333333,success
2026-08-27,H3,Hoodi,09:00,OFFICE,1921,395,424,2026-08-27T09:07:04+05:30,72.93333333333334,success
2026-08-27,H3,Hoodi,09:15,OFFICE,1921,395,429,2026-08-27T09:22:09+05:30,57.85,success
2026-08-27,H3,Hoodi,09:30,OFFICE,1921,395,452,2026-08-27T09:37:32+05:30,42.46666666666667,success
2026-08-27,H3,Hoodi,09:45,OFFICE,1921,395,478,2026-08-27T09:52:58+05:30,27.033333333333335,success
2026-08-27,H3,Hoodi,10:00,OFFICE,1921,395,464,2026-08-27T10:07:44+05:30,12.266666666666667,success
2026-08-27,D1,Doddanekkundi,08:30,OFFICE,4436,932,1009,2026-08-27T08:46:49+05:30,93.18333333333334,success
2026-08-27,D1,Doddanekkundi,08:45,OFFICE,4436,932,1039,2026-08-27T09:02:19+05:30,77.68333333333334,success
2026-08-27,D1,Doddanekkundi,09:00,OFFICE,4436,932,1046,2026-08-27T09:17:26+05:30,62.56666666666667,success
2026-08-27,D1,Doddanekkundi,09:15,OFFICE,4436,932,1088,2026-08-27T09:33:08+05:30,46.86666666666667,success
2026-08-27,D1,Doddanekkundi,09:30,OFFICE,4436,932,1129,2026-08-27T09:48:49+05:30,31.183333333333334,success
2026-08-27,D1,Doddanekkundi,09:45,OFFICE,4436,932,1149,2026-08-27T10:04:09+05:30,15.85,success
2026-08-27,D1,Doddanekkundi,10:00,OFFICE,4436,932,1116,2026-08-27T10:18:36+05:30,1.4,success
2026-08-27,D2,Doddanekkundi,08:30,OFFICE,4689,1054,1097,2026-08-27T08:48:17+05:30,91.71666666666667,success
2026-08-27,D2,Doddanekkundi,08:45,OFFICE,4689,1054,1143,2026-08-27T09:04:03+05:30,75.95,success
2026-08-27,D2,Doddanekkundi,09:00,OFFICE,4689,1054,1168,2026-08-27T09:19:28+05:30,60.53333333333333,success
2026-08-27,D2,Doddanekkundi,09:15,OFFICE,4689,1054,1175,2026-08-27T09:34:35+05:30,45.416666666666664,success
2026-08-27,D2,Doddanekkundi,09:30,OFFICE,4689,1054,1204,2026-08-27T09:50:04+05:30,29.933333333333334,success
2026-08-27,D2,Doddanekkundi,09:45,OFFICE,4689,1054,1244,2026-08-27T10:05:44+05:30,14.266666666666667,success
2026-08-27,D2,Doddanekkundi,10:00,OFFICE,4689,1054,1242,2026-08-27T10:20:42+05:30,-0.7,success
2026-08-27,D3,Doddanekkundi,08:30,OFFICE,4802,845,975,2026-08-27T08:46:15+05:30,93.75,success
2026-08-27,D3,Doddanekkundi,08:45,OFFICE,4802,845,1011,2026-08-27T09:01:51+05:30,78.15,success
2026-08-27,D3,Doddanekkundi,09:00,OFFICE,4802,845,1003,2026-08-27T09:16:43+05:30,63.28333333333333,success
2026-08-27,D3,Doddanekkundi,09:15,OFFICE,4802,845,1041,2026-08-27T09:32:21+05:30,47.65,success
2026-08-27,D3,Doddanekkundi,09:30,OFFICE,4802,845,1081,2026-08-27T09:48:01+05:30,31.983333333333334,success
2026-08-27,D3,Doddanekkundi,09:45,OFFICE,4802,845,1099,2026-08-27T10:03:19+05:30,16.683333333333334,success
2026-08-27,D3,Doddanekkundi,10:00,OFFICE,4802,845,1082,2026-08-27T10:18:02+05:30,1.9666666666666666,success
2026-08-27,K1,Kaggadasapura,08:30,OFFICE,6688,1369,1391,2026-08-27T08:53:11+05:30,86.81666666666666,success
2026-08-27,K1,Kaggadasapura,08:45,OFFICE,6688,1369,1411,2026-08-27T09:08:31+05:30,71.48333333333333,success
2026-08-27,K1,Kaggadasapura,09:00,OFFICE,6688,1369,1452,2026-08-27T09:24:12+05:30,55.8,success
2026-08-27,K1,Kaggadasapura,09:15,OFFICE,6688,1369,1455,2026-08-27T09:39:15+05:30,40.75,success
2026-08-27,K1,Kaggadasapura,09:30,OFFICE,6688,1369,1488,2026-08-27T09:54:48+05:30,25.2,success
2026-08-27,K1,Kaggadasapura,09:45,OFFICE,6688,1369,1494,2026-08-27T10:09:54+05:30,10.1,success
2026-08-27,K1,Kaggadasapura,10:00,OFFICE,6688,1369,1493,2026-08-27T10:24:53+05:30,-4.883333333333334,success
2026-08-27,K2,Kaggadasapura,08:30,OFFICE,6808,1362,1386,2026-08-27T08:53:06+05:30,86.9,success
2026-08-27,K2,Kaggadasapura,08:45,OFFICE,6808,1362,1409,2026-08-27T09:08:29+05:30,71.51666666666667,success
2026-08-27,K2,Kaggadasapura,09:00,OFFICE,6808,1362,1453,2026-08-27T09:24:13+05:30,55.78333333333333,success
2026-08-27,K2,Kaggadasapura,09:15,OFFICE,6808,1362,1453,2026-08-27T09:39:13+05:30,40.78333333333333,success
2026-08-27,K2,Kaggadasapura,09:30,OFFICE,6808,1362,1479,2026-08-27T09:54:39+05:30,25.35,success
2026-08-27,K2,Kaggadasapura,09:45,OFFICE,6808,1362,1485,2026-08-27T10:09:45+05:30,10.25,success
2026-08-27,K2,Kaggadasapura,10:00,OFFICE,6808,1362,1488,2026-08-27T10:24:48+05:30,-4.8,success
2026-08-27,K3,Kaggadasapura,08:30,OFFICE,7580,1553,1608,2026-08-27T08:56:48+05:30,83.2,success
2026-08-27,K3,Kaggadasapura,08:45,OFFICE,7580,1553,1612,2026-08-27T09:11:52+05:30,68.13333333333334,success
2026-08-27,K3,Kaggadasapura,09:00,OFFICE,7580,1553,1631,2026-08-27T09:27:11+05:30,52.81666666666667,success
2026-08-27,K3,Kaggadasapura,09:15,OFFICE,7580,1553,1651,2026-08-27T09:42:31+05:30,37.483333333333334,success
2026-08-27,K3,Kaggadasapura,09:30,OFFICE,7580,1553,1670,2026-08-27T09:57:50+05:30,22.166666666666668,success
2026-08-27,K3,Kaggadasapura,09:45,OFFICE,7580,1553,1666,2026-08-27T10:12:46+05:30,7.233333333333333,success
2026-08-27,K3,Kaggadasapura,10:00,OFFICE,7580,1553,1674,2026-08-27T10:27:54+05:30,-7.9,success
2026-08-27,V1,Vibhutipura,08:30,OFFICE,8795,1857,1945,2026-08-27T09:02:25+05:30,77.58333333333333,success
2026-08-27,V1,Vibhutipura,08:45,OFFICE,8795,1857,1945,2026-08-27T09:17:25+05:30,62.583333333333336,success
2026-08-27,V1,Vibhutipura,09:00,OFFICE,8794,1857,1945,2026-08-27T09:32:25+05:30,47.583333333333336,success
