origin_cluster_id,locality,departure_time,destination_cluster_id,distance_meters,static_duration_seconds,traffic_duration_seconds,route_description,encoded_polyline,predicted_arrival_time,arrival_buffer_minutes,status
D3,Doddanekkundi,2026-08-24T09:30:00+05:30,OFFICE,4802,845,1088,Graphite India Main Rd/Kundalahalli Main Rd,c_fnA{yeyMpDmBfD}AvEgCnE}B`DcBtCcBxBmAVY@M~@oBn@qA@YwAiGsAuEWqA?UQWkAk@iAk@GE_@AFo@PgFJkHFuBsDdAMFKIiB{GgD|@}D`A_Dz@eBXw@JyANcByJeCf@uFfAgCZsAF}FDcCCIJ}@TwB^iKzB{FlAuDr@wJtBkCl@_@HIjBU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:48:08+05:30,31.866666666666667,success
D3,Doddanekkundi,2026-08-24T09:45:00+05:30,OFFICE,4802,845,1081,Graphite India Main Rd/Kundalahalli Main Rd,c_fnA{yeyMpDmBfD}AvEgCnE}B`DcBtCcBxBmAVY@M~@oBn@qA@YwAiGsAuEWqA?UQWkAk@iAk@GE_@AFo@PgFJkHFuBsDdAMFKIiB{GgD|@}D`A_Dz@eBXw@JyANcByJeCf@uFfAgCZsAF}FDcCCIJ}@TwB^iKzB{FlAuDr@wJtBkCl@_@HIjBU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:03:01+05:30,16.983333333333334,success
D3,Doddanekkundi,2026-08-24T10:00:00+05:30,OFFICE,4802,845,1095,Graphite India Main Rd/Kundalahalli Main Rd,c_fnA{yeyMpDmBfD}AvEgCnE}B`DcBtCcBxBmAVY@M~@oBn@qA@YwAiGsAuEWqA?UQWkAk@iAk@GE_@AFo@PgFJkHFuBsDdAMFKIiB{GgD|@}D`A_Dz@eBXw@JyANcByJeCf@uFfAgCZsAF}FDcCCIJ}@TwB^iKzB{FlAuDr@wJtBkCl@_@HIjBU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:18:15+05:30,1.75,success
K1,Kaggadasapura,2026-08-24T08:30:00+05:30,OFFICE,6688,1369,1400,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T08:53:20+05:30,86.66666666666667,success
K1,Kaggadasapura,2026-08-24T08:45:00+05:30,OFFICE,6688,1369,1392,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:08:12+05:30,71.8,success
K1,Kaggadasapura,2026-08-24T09:00:00+05:30,OFFICE,6688,1369,1432,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:23:52+05:30,56.13333333333333,success
K1,Kaggadasapura,2026-08-24T09:15:00+05:30,OFFICE,6688,1369,1402,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:38:22+05:30,41.63333333333333,success
K1,Kaggadasapura,2026-08-24T09:30:00+05:30,OFFICE,6688,1369,1454,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:54:14+05:30,25.766666666666666,success
K1,Kaggadasapura,2026-08-24T09:45:00+05:30,OFFICE,6688,1369,1432,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:08:52+05:30,11.133333333333333,success
K1,Kaggadasapura,2026-08-24T10:00:00+05:30,OFFICE,6688,1369,1446,ITPL Main Rd,sjfnAgtbyMk@Kd@aEkCi@iASw@OcAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:24:06+05:30,-4.1,success
K2,Kaggadasapura,2026-08-24T08:30:00+05:30,OFFICE,6808,1362,1396,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T08:53:16+05:30,86.73333333333333,success
K2,Kaggadasapura,2026-08-24T08:45:00+05:30,OFFICE,6808,1362,1388,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:08:08+05:30,71.86666666666666,success
K2,Kaggadasapura,2026-08-24T09:00:00+05:30,OFFICE,6808,1362,1436,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:23:56+05:30,56.06666666666667,success
K2,Kaggadasapura,2026-08-24T09:15:00+05:30,OFFICE,6808,1362,1396,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:38:16+05:30,41.733333333333334,success
K2,Kaggadasapura,2026-08-24T09:30:00+05:30,OFFICE,6808,1362,1441,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:54:01+05:30,25.983333333333334,success
K2,Kaggadasapura,2026-08-24T09:45:00+05:30,OFFICE,6808,1362,1418,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:08:38+05:30,11.366666666666667,success
K2,Kaggadasapura,2026-08-24T10:00:00+05:30,OFFICE,6808,1362,1435,ITPL Main Rd,acgnAczayMp@mCNw@h@mEb@oFRmBN}AHWlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:23:55+05:30,-3.9166666666666665,success
K3,Kaggadasapura,2026-08-24T08:30:00+05:30,OFFICE,7580,1553,1613,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T08:56:53+05:30,83.11666666666666,success
K3,Kaggadasapura,2026-08-24T08:45:00+05:30,OFFICE,7580,1553,1599,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:11:39+05:30,68.35,success
K3,Kaggadasapura,2026-08-24T09:00:00+05:30,OFFICE,7580,1553,1633,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:27:13+05:30,52.78333333333333,success
K3,Kaggadasapura,2026-08-24T09:15:00+05:30,OFFICE,7580,1553,1595,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:41:35+05:30,38.416666666666664,success
K3,Kaggadasapura,2026-08-24T09:30:00+05:30,OFFICE,7580,1553,1626,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:57:06+05:30,22.9,success
K3,Kaggadasapura,2026-08-24T09:45:00+05:30,OFFICE,7580,1553,1605,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:11:45+05:30,8.25,success
K3,Kaggadasapura,2026-08-24T10:00:00+05:30,OFFICE,7580,1553,1619,ITPL Main Rd,qoenAinayM@_@KwBAeAS?UKKMFq@Hc@O_@_A_A{@m@kBq@oB_@ODOF_PmB[MMOs@wAOe@i@KKaA@oBHuAEIg@_@_@_@oAy@YKiCSlAaCg@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:26:59+05:30,-6.983333333333333,success
V1,Vibhutipura,2026-08-24T08:30:00+05:30,OFFICE,8795,1857,1913,ITPL Main Rd,}ddnAkfdyMIhA?LVj@JNLF~AXtBV@Am@fDKv@S~@O`@_@tDKx@IxBo@LwDbBg@LmAHoAFe@HEFwBrKmApHuCg@s@QmAUwBg@cCg@iDeAo@GWAcADaBAeEQUAwAW_Go@}@GmCg@}Bc@kB]cAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:01:53+05:30,78.11666666666666,success
V1,Vibhutipura,2026-08-24T08:45:00+05:30,OFFICE,8795,1857,1931,ITPL Main Rd,}ddnAkfdyMIhA?LVj@JNLF~AXtBV@Am@fDKv@S~@O`@_@tDKx@IxBo@LwDbBg@LmAHoAFe@HEFwBrKmApHuCg@s@QmAUwBg@cCg@iDeAo@GWAcADaBAeEQUAwAW_Go@}@GmCg@}Bc@kB]cAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:17:11+05:30,62.81666666666667,success
V1,Vibhutipura,2026-08-24T09:00:00+05:30,OFFICE,8795,1857,1909,ITPL Main Rd,}ddnAkfdyMIhA?LVj@JNLF~AXtBV@Am@fDKv@S~@O`@_@tDKx@IxBo@LwDbBg@LmAHoAFe@HEFwBrKmApHuCg@s@QmAUwBg@cCg@iDeAo@GWAcADaBAeEQUAwAW_Go@}@GmCg@}Bc@kB]cAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:31:49+05:30,48.18333333333333,success
V1,Vibhutipura,2026-08-24T09:15:00+05:30,OFFICE,8795,1857,1941,ITPL Main Rd,}ddnAkfdyMIhA?LVj@JNLF~AXtBV@Am@fDKv@S~@O`@_@tDKx@IxBo@LwDbBg@LmAHoAFe@HEFwBrKmApHuCg@s@QmAUwBg@cCg@iDeAo@GWAcADaBAeEQUAwAW_Go@}@GmCg@}Bc@kB]cAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T09:47:21+05:30,32.65,success
V1,Vibhutipura,2026-08-24T09:30:00+05:30,OFFICE,8795,1857,1921,ITPL Main Rd,}ddnAkfdyMIhA?LVj@JNLF~AXtBV@Am@fDKv@S~@O`@_@tDKx@IxBo@LwDbBg@LmAHoAFe@HEFwBrKmApHuCg@s@QmAUwBg@cCg@iDeAo@GWAcADaBAeEQUAwAW_Go@}@GmCg@}Bc@kB]cAK]Jk@XiAz@U^g@WcAtBQHwEQm@BgDv@aAH{Ep@eAHWCSQM]SwACa@{IeA{Ew@gFs@eAIGFg@nEGDaBJeECAj@YpBCbBIdBBHIb@ETGRgAi@o@U[GeBE_@GUOy@w@{@[e@Gq@?QBsA~Bu@~A[\[BcDBeBFc@Do@NGkEDoB?e@IwB@aAOUGy@CuAXoLDiKH}DLoCd@yCH]^_AfAiBzDuDh@o@v@qAZm@rBmF`A_D\yAp@gCpAqFX_AvAgEZqARaBn@_IRuA~AiHl@gDrAyIv@cEJ}@tAyHHu@ZDU~AuAjHGb@REHGJQDSRTp@H@I[CIIGW@UPcAHKVC~@BR@~@A,2026-08-24T10:02:01+05:30,17.983333333333334,success
